seq,court,courtCode,title,rocYear,adYear,caseWord,caseNum,caseType,docType,rocDate,adDate,reason,size,judgmentId
23,最高法院,TPS,最高法院 112 年度 台上 字第 4036 號刑事判決,112,2023,台上,4036,刑事,判決,112.09.27,2023-09-27,違反營業秘密法等罪,,"TPSM,112,台上,4036,20230927,1"
24,最高法院,TPS,最高法院 112 年度 台抗 字第 719 號刑事裁定,112,2023,台抗,719,刑事,裁定,112.06.15,2023-06-15,違反營業秘密法聲請再審暨停止刑罰執行,,"TPSM,112,台抗,719,20230615,1"
25,最高法院,TPS,最高法院 112 年度 台抗 字第 240 號民事裁定,112,2023,台抗,240,民事,裁定,112.03.23,2023-03-23,請求營業秘密損害賠償(勞動)聲,,"TPSV,112,台抗,240,20230323,1"
26,最高法院,TPS,最高法院 112 年度 台聲 字第 102 號民事裁定,112,2023,台聲,102,民事,裁定,112.02.09,2023-02-09,請求營業秘密法損害賠償等聲請,,"TPSV,112,台聲,102,20230209,1"
27,最高法院,TPS,最高法院 112 年度 台抗 字第 52 號民事裁定,112,2023,台抗,52,民事,裁定,112.01.17,2023-01-17,請求營業秘密排除侵害等（移轉,,"TPSV,112,台抗,52,20230117,1"
28,最高法院,TPS,最高法院 111 年度 台聲 字第 2384 號民事裁定,111,2022,台聲,2384,民事,裁定,112.01.04,2023-01-04,請求營業秘密損害賠償聲請核定,,"TPSV,111,台聲,2384,20230104,1"
29,最高法院,TPS,最高法院 111 年度 台上 字第 4256 號刑事判決,111,2022,台上,4256,刑事,判決,111.12.14,2022-12-14,違反營業秘密法,,"TPSM,111,台上,4256,20221214,1"
30,最高法院,TPS,最高法院 111 年度 台上 字第 1300 號民事裁定,111,2022,台上,1300,民事,裁定,111.10.12,2022-10-12,請求營業秘密損害賠償,,"TPSV,111,台上,1300,20221012,1"
31,最高法院,TPS,最高法院 111 年度 台抗 字第 576 號民事裁定,111,2022,台抗,576,民事,裁定,111.08.18,2022-08-18,請求營業秘密排除侵害等（移轉管轄）,,"TPSV,111,台抗,576,20220818,1"
32,最高法院,TPS,最高法院 111 年度 台上 字第 3655 號刑事判決,111,2022,台上,3655,刑事,判決,111.08.17,2022-08-17,違反營業秘密法,,"TPSM,111,台上,3655,20220817,1"
33,最高法院,TPS,最高法院 111 年度 台上 字第 2871 號刑事判決,111,2022,台上,2871,刑事,判決,111.07.14,2022-07-14,違反營業秘密法等罪,,"TPSM,111,台上,2871,20220714,1"
34,最高法院,TPS,最高法院 110 年度 台上 字第 2714 號民事判決,110,2021,台上,2714,民事,判決,111.07.13,2022-07-13,營業秘密排除侵害,,"TPSV,110,台上,2714,20220713,1"
35,最高法院,TPS,最高法院 111 年度 台上 字第 979 號刑事判決,111,2022,台上,979,刑事,判決,111.07.07,2022-07-07,違反營業秘密法,,"TPSM,111,台上,979,20220707,1"
36,最高法院,TPS,最高法院 111 年度 台抗 字第 553 號民事裁定,111,2022,台抗,553,民事,裁定,111.06.30,2022-06-30,請求營業秘密損害賠償等聲請法官迴避,,"TPSV,111,台抗,553,20220630,1"
37,最高法院,TPS,最高法院 111 年度 台抗 字第 438 號民事裁定,111,2022,台抗,438,民事,裁定,111.06.23,2022-06-23,請求營業秘密損害賠償等聲請限制閱覽,,"TPSV,111,台抗,438,20220623,1"
38,最高法院,TPS,最高法院 110 年度 台上 字第 73 號民事裁定,110,2021,台上,73,民事,裁定,111.05.05,2022-05-05,請求營業秘密損害賠償等,,"TPSV,110,台上,73,20220505,1"
39,最高法院,TPS,最高法院 110 年度 台上 字第 2661 號刑事判決,110,2021,台上,2661,刑事,判決,111.04.14,2022-04-14,違反營業秘密法等罪,,"TPSM,110,台上,2661,20220414,1"
40,最高法院,TPS,最高法院 111 年度 台抗 字第 413 號刑事裁定,111,2022,台抗,413,刑事,裁定,111.03.24,2022-03-24,違反營業秘密法不得筆記,,"TPSM,111,台抗,413,20220324,1"
41,最高法院,TPS,最高法院 110 年度 台抗 字第 1367 號民事裁定,110,2021,台抗,1367,民事,裁定,111.02.17,2022-02-17,請求營業秘密排除侵害等,,"TPSV,110,台抗,1367,20220217,1"
42,最高法院,TPS,最高法院 111 年度 台上 字第 410 號刑事判決,111,2022,台上,410,刑事,判決,111.02.09,2022-02-09,違反營業秘密法等罪,,"TPSM,111,台上,410,20220209,1"
43,最高法院,TPS,最高法院 110 年度 台上 字第 2100 號刑事判決,110,2021,台上,2100,刑事,判決,110.12.22,2021-12-22,違反營業秘密法,,"TPSM,110,台上,2100,20211222,1"
44,最高法院,TPS,最高法院 110 年度 台抗 字第 1939 號刑事裁定,110,2021,台抗,1939,刑事,裁定,110.12.16,2021-12-16,違反營業秘密法聲請撤銷秘密保持命令,,"TPSM,110,台抗,1939,20211216,1"
45,最高法院,TPS,最高法院 110 年度 台抗 字第 1718 號刑事裁定,110,2021,台抗,1718,刑事,裁定,110.10.28,2021-10-28,違反營業秘密法限制閱覽,,"TPSM,110,台抗,1718,20211028,1"
46,最高法院,TPS,最高法院 110 年度 台上 字第 13 號民事裁定,110,2021,台上,13,民事,裁定,110.08.30,2021-08-30,請求營業秘密損害賠償,,"TPSV,110,台上,13,20210830,1"
47,最高法院,TPS,最高法院 110 年度 台聲 字第 2274 號民事裁定,110,2021,台聲,2274,民事,裁定,110.08.25,2021-08-25,營業秘密損害賠償等聲請核定第三審律師酬金,,"TPSV,110,台聲,2274,20210825,1"
48,最高法院,TPS,最高法院 110 年度 台附 字第 16 號刑事判決,110,2021,台附,16,刑事,判決,110.08.04,2021-08-04,違反營業秘密法附帶民訴損害賠償,,"TPSM,110,台附,16,20210804,1"
49,最高法院,TPS,最高法院 110 年度 台上 字第 3734 號刑事判決,110,2021,台上,3734,刑事,判決,110.08.04,2021-08-04,違反營業秘密法等罪,,"TPSM,110,台上,3734,20210804,1"
50,最高法院,TPS,最高法院 110 年度 台上 字第 3903 號刑事判決,110,2021,台上,3903,刑事,判決,110.07.29,2021-07-29,違反營業秘密法等罪,,"TPSM,110,台上,3903,20210729,1"
51,最高法院,TPS,最高法院 110 年度 台上 字第 3193 號刑事判決,110,2021,台上,3193,刑事,判決,110.06.17,2021-06-17,違反營業秘密法等罪,,"TPSM,110,台上,3193,20210617,1"
52,最高法院,TPS,最高法院 109 年度 台上 字第 2156 號民事裁定,109,2020,台上,2156,民事,裁定,110.06.09,2021-06-09,營業秘密損害賠償等,,"TPSV,109,台上,2156,20210609,1"
53,最高法院,TPS,最高法院 109 年度 台上 字第 1616 號民事判決,109,2020,台上,1616,民事,判決,110.05.31,2021-05-31,請求營業秘密損害賠償等,,"TPSV,109,台上,1616,20210531,1"
54,最高法院,TPS,最高法院 110 年度 台抗 字第 595 號刑事裁定,110,2021,台抗,595,刑事,裁定,110.05.26,2021-05-26,違反營業秘密法聲請撤銷秘密保持命令等,,"TPSM,110,台抗,595,20210526,1"
55,最高法院,TPS,最高法院 110 年度 台抗 字第 600 號刑事裁定,110,2021,台抗,600,刑事,裁定,110.04.28,2021-04-28,違反營業秘密法聲請撤銷秘密保持命令,,"TPSM,110,台抗,600,20210428,1"
56,最高法院,TPS,最高法院 110 年度 台抗 字第 161 號刑事裁定,110,2021,台抗,161,刑事,裁定,110.04.21,2021-04-21,違反營業秘密法聲請撤銷秘密保持命令等,,"TPSM,110,台抗,161,20210421,1"
57,最高法院,TPS,最高法院 109 年度 台上 字第 1639 號刑事判決,109,2020,台上,1639,刑事,判決,110.02.25,2021-02-25,違反營業秘密法,,"TPSM,109,台上,1639,20210225,1"
58,最高法院,TPS,最高法院 109 年度 台上 字第 180 號刑事判決,109,2020,台上,180,刑事,判決,109.08.26,2020-08-26,違反營業秘密法等罪,,"TPSM,109,台上,180,20200826,1"
59,最高法院,TPS,最高法院 108 年度 台上 字第 2125 號民事判決,108,2019,台上,2125,民事,判決,109.07.23,2020-07-23,請求營業秘密損害賠償等,,"TPSV,108,台上,2125,20200723,1"
60,最高法院,TPS,最高法院 109 年度 台上 字第 1746 號刑事判決,109,2020,台上,1746,刑事,判決,109.03.30,2020-03-30,違反營業秘密法,,"TPSM,109,台上,1746,20200330,1"
61,最高法院,TPS,最高法院 109 年度 台抗 字第 483 號民事裁定,109,2020,台抗,483,民事,裁定,109.03.25,2020-03-25,請求營業秘密損害賠償,,"TPSV,109,台抗,483,20200325,1"
62,最高法院,TPS,最高法院 107 年度 台上 字第 2950 號刑事判決,107,2018,台上,2950,刑事,判決,108.08.22,2019-08-22,違反營業秘密法,,"TPSM,107,台上,2950,20190822,1"
63,最高法院,TPS,最高法院 108 年度 台上 字第 1608 號刑事判決,108,2019,台上,1608,刑事,判決,108.07.25,2019-07-25,違反營業秘密法,,"TPSM,108,台上,1608,20190725,1"
64,最高法院,TPS,最高法院 108 年度 台附 字第 12 號刑事判決,108,2019,台附,12,刑事,判決,108.07.04,2019-07-04,違反營業秘密法刑事附帶民事訴訟,,"TPSM,108,台附,12,20190704,1"
65,最高法院,TPS,最高法院 108 年度 台上 字第 2041 號刑事判決,108,2019,台上,2041,刑事,判決,108.07.04,2019-07-04,違反營業秘密法,,"TPSM,108,台上,2041,20190704,1"
66,最高法院,TPS,最高法院 107 年度 台上 字第 2643 號刑事判決,107,2018,台上,2643,刑事,判決,108.06.27,2019-06-27,違反營業秘密法,,"TPSM,107,台上,2643,20190627,1"
67,最高法院,TPS,最高法院 108 年度 台上 字第 36 號民事判決,108,2019,台上,36,民事,判決,108.05.23,2019-05-23,請求營業秘密損害賠償等,,"TPSV,108,台上,36,20190523,1"
68,最高法院,TPS,最高法院 107 年度 台抗 字第 625 號民事裁定,107,2018,台抗,625,民事,裁定,107.10.03,2018-10-03,侵害營業秘密損害賠償等聲請核發秘密保持命令,,"TPSV,107,台抗,625,20181003,1"
69,最高法院,TPS,最高法院 106 年度 台上 字第 2890 號刑事判決,106,2017,台上,2890,刑事,判決,106.10.25,2017-10-25,違反營業秘密法,,"TPSM,106,台上,2890,20171025"
70,最高法院,TPS,最高法院 106 年度 台上 字第 350 號民事判決,106,2017,台上,350,民事,判決,106.06.03,2017-06-03,請求營業秘密損害賠償等,,"TPSV,106,台上,350,20170603"
71,最高法院,TPS,最高法院 106 年度 台上 字第 55 號民事判決,106,2017,台上,55,民事,判決,106.01.04,2017-01-04,請求營業秘密損害賠償等,,"TPSV,106,台上,55,20170104"
72,最高法院,TPS,最高法院 105 年度 台上 字第 2459 號刑事判決,105,2016,台上,2459,刑事,判決,105.09.29,2016-09-29,違反營業秘密法等罪,,"TPSM,105,台上,2459,20160929"
73,最高法院,TPS,最高法院 105 年度 台上 字第 1501 號民事判決,105,2016,台上,1501,民事,判決,105.08.31,2016-08-31,請求營業秘密損害賠償,,"TPSV,105,台上,1501,20160831,1"
74,最高法院,TPS,最高法院 104 年度 台上 字第 1838 號民事裁定,104,2015,台上,1838,民事,裁定,104.09.30,2015-09-30,請求營業秘密損害賠償,,"TPSV,104,台上,1838,20150930"
75,最高法院,TPS,最高法院 104 年度 台上 字第 1589 號民事判決,104,2015,台上,1589,民事,判決,104.08.21,2015-08-21,請求營業秘密損害賠償等,,"TPSV,104,台上,1589,20150821,1"
76,最高法院,TPS,最高法院 98 年度 台抗 字第 170 號民事裁定,98,2009,台抗,170,民事,裁定,98.03.19,2009-03-19,請求營業秘密損害賠償，聲請發秘密保持命令,,"TPSV,98,台抗,170,20090319"
77,臺灣高等法院,TPH,臺灣高等法院 104 年度 上訴 字第 339 號刑事判決,104,2015,上訴,339,刑事,判決,104.05.12,2015-05-12,營業秘密法等,,"TPHM,104,上訴,339,20150512,1"
78,臺灣高等法院,TPH,臺灣高等法院 91 年度 上 字第 521 號民事判決,91,2002,上,521,民事,判決,91.10.15,2002-10-15,確認營業秘密不存在等,,"TPHV,91,上,521,20021015,1"
79,臺灣高等法院 臺南分院,TNH,臺灣高等法院 臺南分院 110 年度 勞抗 字第 5 號民事裁定,110,2021,勞抗,5,民事,裁定,110.08.13,2021-08-13,聲請核發營業秘密裁定,,"TNHV,110,勞抗,5,20210813,1"
80,臺灣臺北地方法院,TPD,臺灣臺北地方法院 109 年度 智重附民 字第 5 號刑事判決,109,2020,智重附民,5,刑事,判決,114.12.18,2025-12-18,違反營業秘密法附帶民訴等,,"TPDM,109,智重附民,5,20251218,1"
81,臺灣臺北地方法院,TPD,臺灣臺北地方法院 109 年度 智訴 字第 17 號刑事判決,109,2020,智訴,17,刑事,判決,114.12.18,2025-12-18,違反營業秘密法等,,"TPDM,109,智訴,17,20251218,1"
82,臺灣臺北地方法院,TPD,臺灣臺北地方法院 114 年度 智簡 字第 26 號刑事判決,114,2025,智簡,26,刑事,判決,114.07.23,2025-07-23,違反營業秘密法等,,"TPDM,114,智簡,26,20250723,1"
83,臺灣臺北地方法院,TPD,臺灣臺北地方法院 114 年度 智簡 字第 17 號刑事判決,114,2025,智簡,17,刑事,判決,114.07.23,2025-07-23,違反營業秘密法等,,"TPDM,114,智簡,17,20250723,1"
84,臺灣臺北地方法院,TPD,臺灣臺北地方法院 112 年度 智訴 字第 12 號刑事判決,112,2023,智訴,12,刑事,判決,114.06.23,2025-06-23,違反營業秘密法等,,"TPDM,112,智訴,12,20250623,1"
85,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智重附民 字第 5 號刑事判決,108,2019,智重附民,5,刑事,判決,114.05.21,2025-05-21,違反營業秘密法附帶民訴,,"TPDM,108,智重附民,5,20250521,1"
86,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智易 字第 62 號刑事判決,108,2019,智易,62,刑事,判決,114.05.21,2025-05-21,違反營業秘密法,,"TPDM,108,智易,62,20250521,3"
87,臺灣臺北地方法院,TPD,臺灣臺北地方法院 107 年度 智訴 字第 7 號刑事判決,107,2018,智訴,7,刑事,判決,114.05.21,2025-05-21,違反營業秘密法等,,"TPDM,107,智訴,7,20250521,3"
88,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智附民 字第 1 號刑事判決,111,2022,智附民,1,刑事,判決,113.07.18,2024-07-18,違反營業秘密法附帶民訴等,,"TPDM,111,智附民,1,20240718,1"
89,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智訴 字第 11 號刑事判決,110,2021,智訴,11,刑事,判決,113.07.18,2024-07-18,違反營業秘密法等,,"TPDM,110,智訴,11,20240718,1"
90,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智重訴 字第 3 號刑事判決,111,2022,智重訴,3,刑事,判決,113.06.25,2024-06-25,違反營業秘密法等,,"TPDM,111,智重訴,3,20240625,1"
91,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智訴 字第 10 號刑事判決,110,2021,智訴,10,刑事,判決,113.04.26,2024-04-26,違反營業秘密法等,,"TPDM,110,智訴,10,20240426,1"
92,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智重訴 字第 1 號刑事裁定,111,2022,智重訴,1,刑事,裁定,113.01.11,2024-01-11,違反營業秘密法等,,"TPDM,111,智重訴,1,20240111,2"
93,臺灣臺北地方法院,TPD,臺灣臺北地方法院 112 年度 智重訴 字第 3 號刑事判決,112,2023,智重訴,3,刑事,判決,112.12.27,2023-12-27,違反營業秘密法等,,"TPDM,112,智重訴,3,20231227,1"
94,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智訴 字第 6 號刑事判決,111,2022,智訴,6,刑事,判決,112.10.13,2023-10-13,違反營業秘密法等,,"TPDM,111,智訴,6,20231013,1"
95,臺灣臺北地方法院,TPD,臺灣臺北地方法院 112 年度 智重訴 字第 2 號刑事判決,112,2023,智重訴,2,刑事,判決,112.07.31,2023-07-31,違反營業秘密法,,"TPDM,112,智重訴,2,20230731,1"
96,臺灣臺北地方法院,TPD,臺灣臺北地方法院 112 年度 智訴 字第 3 號刑事判決,112,2023,智訴,3,刑事,判決,112.07.26,2023-07-26,違反營業秘密法等,,"TPDM,112,智訴,3,20230726,1"
97,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智訴 字第 7 號刑事判決,110,2021,智訴,7,刑事,判決,112.07.17,2023-07-17,違反營業秘密法等,,"TPDM,110,智訴,7,20230717,1"
98,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 自 字第 68 號刑事判決,110,2021,自,68,刑事,判決,112.06.29,2023-06-29,違反營業秘密法等,,"TPDM,110,自,68,20230629,1"
99,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智重訴 字第 2 號刑事判決,111,2022,智重訴,2,刑事,判決,112.05.16,2023-05-16,違反營業秘密法等,,"TPDM,111,智重訴,2,20230516,1"
100,臺灣臺北地方法院,TPD,臺灣臺北地方法院 112 年度 智簡 字第 7 號刑事判決,112,2023,智簡,7,刑事,判決,112.04.11,2023-04-11,違反營業秘密法等,,"TPDM,112,智簡,7,20230411,1"
101,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智重訴 字第 1 號刑事裁定,111,2022,智重訴,1,刑事,裁定,112.03.30,2023-03-30,違反營業秘密法等,,"TPDM,111,智重訴,1,20230330,1"
102,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智訴 字第 15 號刑事判決,108,2019,智訴,15,刑事,判決,111.11.28,2022-11-28,違反營業秘密法等,,"TPDM,108,智訴,15,20221128,1"
103,臺灣臺北地方法院,TPD,臺灣臺北地方法院 111 年度 智訴 字第 3 號刑事判決,111,2022,智訴,3,刑事,判決,111.09.05,2022-09-05,違反營業秘密法等,,"TPDM,111,智訴,3,20220905,1"
104,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智易 字第 62 號刑事裁定,108,2019,智易,62,刑事,裁定,111.03.29,2022-03-29,違反營業秘密法,,"TPDM,108,智易,62,20220329,2"
105,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智附民 字第 22 號刑事判決,110,2021,智附民,22,刑事,判決,111.01.20,2022-01-20,違反營業秘密法附帶民訴,,"TPDM,110,智附民,22,20220120,2"
106,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智易 字第 29 號刑事判決,110,2021,智易,29,刑事,判決,111.01.20,2022-01-20,違反營業秘密法,,"TPDM,110,智易,29,20220120,2"
107,臺灣臺北地方法院,TPD,臺灣臺北地方法院 109 年度 智易 字第 85 號刑事判決,109,2020,智易,85,刑事,判決,111.01.06,2022-01-06,違反營業秘密法,,"TPDM,109,智易,85,20220106,1"
108,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智附民 字第 22 號刑事裁定,110,2021,智附民,22,刑事,裁定,110.12.24,2021-12-24,違反營業秘密法附帶民訴,,"TPDM,110,智附民,22,20211224,1"
109,臺灣臺北地方法院,TPD,臺灣臺北地方法院 110 年度 智易 字第 29 號刑事裁定,110,2021,智易,29,刑事,裁定,110.12.24,2021-12-24,違反營業秘密法,,"TPDM,110,智易,29,20211224,1"
110,臺灣臺北地方法院,TPD,臺灣臺北地方法院 107 年度 智訴 字第 7 號刑事裁定,107,2018,智訴,7,刑事,裁定,109.12.22,2020-12-22,違反營業秘密法等,,"TPDM,107,智訴,7,20201222,2"
111,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智訴 字第 6 號刑事判決,108,2019,智訴,6,刑事,判決,109.11.24,2020-11-24,違反營業秘密法等,,"TPDM,108,智訴,6,20201124,1"
112,臺灣臺北地方法院,TPD,臺灣臺北地方法院 109 年度 智訴 字第 4 號刑事判決,109,2020,智訴,4,刑事,判決,109.10.14,2020-10-14,違反營業秘密法等,,"TPDM,109,智訴,4,20201014,1"
113,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 原智訴 字第 1 號刑事判決,108,2019,原智訴,1,刑事,判決,109.07.10,2020-07-10,違反營業秘密法等,,"TPDM,108,原智訴,1,20200710,1"
114,臺灣臺北地方法院,TPD,臺灣臺北地方法院 108 年度 智易 字第 62 號刑事裁定,108,2019,智易,62,刑事,裁定,109.02.15,2020-02-15,違反營業秘密法,,"TPDM,108,智易,62,20200215,1"
115,臺灣臺北地方法院,TPD,臺灣臺北地方法院 107 年度 智訴 字第 7 號刑事裁定,107,2018,智訴,7,刑事,裁定,108.05.07,2019-05-07,違反營業秘密法等,,"TPDM,107,智訴,7,20190507,1"
